parameters,values
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,-10.0
prior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,9.33945083618164
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,5.170859336853027
posterior_day_4,10.0
posterior_day_4,-2.9577274322509766
posterior_day_4,7.401505947113037
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,8.276334762573242
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,7.048392295837402
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,7.995791435241699
posterior_day_4,10.0
posterior_day_4,7.392123222351074
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,9.793060302734375
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,4.358587265014648
posterior_day_4,10.0
posterior_day_4,-1.7597541809082031
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,9.951757431030273
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,6.4433135986328125
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,-0.13342666625976562
posterior_day_4,10.0
posterior_day_4,6.719483375549316
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,4.395183563232422
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,0.7261791229248047
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,8.624479293823242
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,4.880853652954102
posterior_day_4,4.957693099975586
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,6.039605140686035
posterior_day_4,10.0
posterior_day_4,8.918846130371094
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,8.179300308227539
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,1.4743804931640625
posterior_day_4,7.726164817810059
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,3.0824689865112305
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
posterior_day_4,10.0
