beta0,beta1,beta2,beta3,sigma,chain
19.08586,25.9778,-37.125637,8.756295,13.148213,chain_0
16.210213,-1.6904174,33.17322,-34.226116,12.8144455,chain_0
13.330705,22.013899,-5.0144663,-22.14314,10.241682,chain_0
22.13785,40.44976,-26.691263,-15.363081,14.612219,chain_0
18.621988,20.031858,4.0357714,-22.833519,13.500539,chain_0
15.012977,23.6333,-40.030846,13.674862,10.269837,chain_0
22.486404,29.586199,5.130704,-30.44367,14.666734,chain_0
19.78163,-46.75954,9.295853,39.2987,14.026221,chain_0
18.674276,27.754425,-21.175201,-8.426579,10.494137,chain_0
18.621677,13.668815,-16.552965,3.7661488,9.902293,chain_0
17.52769,1.4092728,27.463232,-25.455563,10.763026,chain_0
17.620497,6.602367,12.564208,-20.150553,8.109799,chain_0
16.419546,4.587611,-0.426566,-2.2071097,9.784259,chain_0
20.248081,12.945282,-26.99716,12.354512,11.414049,chain_0
17.576216,16.95152,10.760176,-21.997953,11.232909,chain_0
21.80761,-1.2438586,-6.752597,10.059676,12.616886,chain_0
15.874569,24.758728,-15.138999,-11.5090885,7.243204,chain_0
19.6885,21.967144,-45.70514,23.284885,12.838428,chain_0
20.658577,-20.34131,26.393576,-6.571892,9.95075,chain_0
15.4726715,7.6590414,-11.513846,1.2355965,8.723415,chain_0
17.17154,18.555246,-15.410187,0.2671497,10.004591,chain_0
20.570263,12.6660385,3.1450083,-17.180141,10.32525,chain_0
15.586558,24.52887,-34.326225,9.4734125,10.94847,chain_0
16.714682,24.376553,-29.424587,-0.3481953,11.69264,chain_0
17.204275,13.669361,5.656042,-18.363718,14.910231,chain_0
15.355891,10.9202795,4.0224934,-3.2661145,15.297691,chain_0
18.43877,39.551876,-30.674355,-11.7808275,11.0093155,chain_0
15.179201,2.2618191,-1.3487167,-0.5748428,8.507311,chain_0
14.234884,22.00316,1.9294931,-24.492199,17.324759,chain_0
18.178045,10.498293,-2.968583,-9.846788,8.151784,chain_0
15.289182,-17.95587,30.904835,-4.9182615,18.090065,chain_0
16.110987,-5.714789,-1.5061753,8.430354,11.361293,chain_0
13.484542,-12.592625,-2.3255594,14.333502,10.937744,chain_0
17.649698,5.270029,-1.8079188,-8.6557455,11.273557,chain_0
16.953678,9.003849,19.580923,-25.680481,8.265621,chain_0
15.823402,34.98815,-42.42237,12.030722,15.290384,chain_0
20.366768,1.7929643,26.137718,-30.033756,14.679234,chain_0
13.479627,9.545099,-23.095402,13.995776,12.841724,chain_0
19.356642,16.04528,63.2005,-80.85285,19.781025,chain_0
15.951036,-4.7513237,1.0004288,3.2671661,12.872992,chain_0
20.580364,-11.862067,11.534259,-2.0213625,12.2265625,chain_0
21.256933,9.499878,3.5237622,-14.06877,15.53352,chain_0
20.57522,-1.9442977,10.464501,-10.57351,8.571612,chain_0
20.108664,-1.7445246,14.0587845,-7.7335343,9.993925,chain_0
17.127161,-11.520826,24.848923,-19.986557,11.659188,chain_0
18.230995,5.7626557,7.077938,-10.694349,10.166437,chain_0
13.292409,14.836083,2.799753,-20.27364,8.260717,chain_0
15.792846,14.408351,-12.655986,-1.8252572,9.401554,chain_0
18.467543,-23.970778,29.181555,-3.88124,7.8047333,chain_0
17.926628,30.457932,-13.535544,-16.932877,10.992529,chain_0
19.375158,6.689864,-1.1512859,-6.305253,10.637727,chain_0
15.864194,0.5115727,32.44242,-27.170496,15.807281,chain_0
12.763517,-3.3403053,26.074316,-22.341862,12.511116,chain_0
15.139534,11.669286,-1.9390235,-12.642016,11.237383,chain_0
16.839558,2.732093,9.726212,-15.761606,10.965562,chain_0
15.767421,2.3157425,24.946253,-25.003504,12.359091,chain_0
16.666246,5.1744823,20.058035,-23.612196,9.055884,chain_0
17.737642,-2.3856127,22.966995,-22.785603,12.398772,chain_0
18.272322,30.800404,2.8916333,-36.25975,13.790663,chain_0
20.067163,24.998093,-12.136814,-12.38852,11.470175,chain_0
16.3686,0.28773046,-11.658627,10.414126,10.744971,chain_0
15.94934,7.643538,2.3051732,-11.713809,10.616523,chain_0
15.7026005,24.619246,0.067726254,-26.112213,13.339782,chain_0
18.64437,0.037642077,-10.015379,13.877386,10.424968,chain_0
18.65097,-8.43108,3.4419389,2.8914118,9.304025,chain_0
15.956382,15.389191,-7.799341,-6.8031926,8.876669,chain_0
17.347466,13.129253,-10.653843,-2.8396275,13.527455,chain_0
16.01928,17.84617,-14.025399,-4.7130566,9.964551,chain_0
15.921988,-1.4950829,2.1102328,7.1058187,9.93578,chain_0
19.597841,9.720256,19.5297,-32.91051,12.986545,chain_0
17.834345,3.604134,11.912586,-9.137234,13.45351,chain_0
16.279428,13.402244,-7.3322735,-10.097696,9.913575,chain_0
17.563873,30.669182,-7.8576994,-19.258951,12.295859,chain_0
16.541061,7.7201633,0.8143717,-10.075482,8.198905,chain_0
19.036755,9.659382,-0.09575665,-8.851158,13.335216,chain_0
15.483309,8.353017,-9.246909,-1.1097392,7.896191,chain_0
17.389385,49.55969,-37.768528,-12.245112,10.300386,chain_0
20.178799,-15.734599,9.885776,5.1973047,9.825123,chain_0
18.517649,-17.289368,24.36544,-6.145164,13.002029,chain_0
13.753064,28.417288,-27.384804,-1.6603465,12.230924,chain_0
22.081442,8.316918,16.536657,-26.110498,11.479359,chain_0
17.808807,12.75119,-24.966532,9.606924,11.560399,chain_0
15.828,-6.289102,-0.90210754,9.497569,10.836115,chain_0
23.49532,-4.89999,28.879623,-26.381107,12.625158,chain_0
24.171774,9.715801,-10.416644,-4.8347282,21.390902,chain_0
19.854885,25.063284,-49.622208,21.569822,10.4261265,chain_0
18.315832,-3.841002,3.1910243,2.0052276,13.155899,chain_0
17.694256,17.915699,-16.175333,1.2803909,9.956899,chain_0
18.159908,48.544907,-42.482883,-6.7602983,12.470537,chain_0
20.89678,-12.117627,52.8567,-40.44577,12.654202,chain_0
19.293669,-5.4587317,32.62206,-25.274786,12.683033,chain_0
20.335596,-11.272604,17.57082,-7.340265,11.706684,chain_0
18.469173,7.4118695,-3.4463494,-4.7872415,10.14018,chain_0
17.621525,23.41788,-37.44847,11.768805,10.465017,chain_0
19.998585,0.927407,-3.8041518,1.5493637,14.815967,chain_0
18.254194,33.883263,-12.097448,-20.45871,13.005201,chain_0
17.19424,10.738639,-5.559976,-4.5914526,11.516012,chain_0
13.2219715,12.510293,4.7268972,-16.009424,10.480602,chain_0
21.418745,9.669764,-7.2032695,-2.1121483,7.9503574,chain_0
20.020535,5.6250277,-15.665662,8.059995,7.9681973,chain_0
18.53677,-13.565363,42.7575,-35.35897,11.522382,chain_0
17.73253,-13.952005,14.153267,-1.425437,10.788988,chain_0
16.103758,-22.077501,-18.823372,37.28018,11.141105,chain_0
20.648382,0.9344336,1.487124,-2.377866,9.381834,chain_0
16.79036,15.758488,-9.3264475,-6.450882,11.528116,chain_0
16.0712,-9.054648,-1.668751,8.277575,10.644504,chain_0
21.234247,-3.059674,15.180254,-11.233779,10.582717,chain_0
14.134065,9.640711,-2.5248861,-5.9573545,12.190231,chain_0
19.849817,28.063475,3.723949,-21.980663,12.755035,chain_0
17.57254,13.25251,12.362458,-23.40712,12.137977,chain_0
15.083402,32.82038,-22.71354,-7.2930317,11.405417,chain_0
17.33887,8.958344,-49.92709,42.143497,12.582007,chain_0
16.422953,11.775269,-8.007176,-5.61232,10.21016,chain_0
16.327051,2.7224061,5.3283243,-8.891215,9.687687,chain_0
12.991246,-2.040429,7.0165167,-2.848386,9.78413,chain_0
17.820282,2.556947,8.6708145,-7.0200133,9.503948,chain_0
18.599339,5.089958,7.7887034,-13.385897,9.287918,chain_0
24.593037,25.78014,9.972311,-34.386383,13.535442,chain_0
19.808664,30.369762,-23.311527,-7.4784923,11.729739,chain_0
15.333341,13.107788,-24.043753,14.407482,10.649989,chain_0
13.823366,27.247797,-8.815801,-14.332743,11.101595,chain_0
16.267256,13.218947,9.822831,-26.377121,9.424967,chain_0
17.497873,35.642136,-15.050025,-18.211302,12.719798,chain_0
19.362368,14.47783,-27.821613,14.209739,10.060339,chain_0
14.278426,-16.186562,35.81339,-17.07377,15.446091,chain_0
17.288467,35.803825,-12.06065,-24.285835,9.752536,chain_0
20.410973,-4.595424,33.538364,-32.122066,11.882332,chain_0
12.707713,9.730729,18.916786,-29.029146,12.921825,chain_0
22.550434,4.1718073,34.26292,-39.859478,12.245371,chain_0
15.6710615,24.1705,-29.75425,6.1648126,10.441378,chain_0
19.45053,22.636477,-28.631464,8.7297325,13.145756,chain_0
17.874126,37.38427,-26.914917,-12.543018,15.230533,chain_0
18.595474,9.66764,-17.84149,10.430542,14.261202,chain_0
15.486219,4.6587033,-2.6194968,-0.32736078,10.638899,chain_0
16.046078,17.811033,-7.3196316,-9.696444,8.454531,chain_0
16.231768,6.8414125,-6.159315,-0.23207843,13.226422,chain_0
17.98709,8.387457,4.4400434,-15.768809,11.1095085,chain_0
16.052368,15.882392,16.773876,-33.626316,10.157553,chain_0
16.601719,26.781622,-4.531588,-23.45607,13.034548,chain_0
17.64797,-2.2162642,9.659419,-10.237248,8.7877,chain_0
20.131687,-12.270091,26.10799,-13.82703,15.366322,chain_0
18.372074,1.537152,14.26064,-15.071854,10.838706,chain_0
18.883665,-16.904427,12.30426,1.9464401,11.879055,chain_0
18.99846,-3.4597576,18.53238,-17.851648,10.660232,chain_0
14.01082,25.564169,-30.257217,2.867964,13.383215,chain_0
15.712071,23.494858,-9.999952,-13.467451,11.335181,chain_0
17.424797,13.395296,9.621004,-20.892458,10.784621,chain_0
15.646751,36.202885,-0.42375255,-35.554714,11.401933,chain_0
12.925007,-27.599527,3.7996905,24.913658,15.411285,chain_0
20.564665,23.238894,-12.447641,-7.6863265,13.515463,chain_0
14.223972,10.598964,31.77153,-41.913296,11.59381,chain_0
14.221545,-1.3732289,26.2192,-28.73438,12.248634,chain_0
17.405756,-6.3875294,37.024372,-35.789734,12.641622,chain_0
18.412828,39.74105,-16.285456,-23.52435,12.630291,chain_0
16.625164,10.759151,-15.574861,4.831341,9.627765,chain_0
14.508981,11.892797,-10.657581,-2.2108035,11.892048,chain_0
18.298183,-5.127469,-7.040856,13.354063,11.01036,chain_0
17.7806,20.802652,-21.11969,1.5396087,11.1935215,chain_0
17.77862,31.952288,-7.1491475,-22.094576,9.845288,chain_0
17.42066,-4.4296436,5.9996576,-7.6708837,12.28039,chain_0
14.773417,4.517847,13.644661,-16.589956,10.926393,chain_0
15.698359,8.759317,-7.2829156,0.637068,11.81471,chain_0
19.126886,10.665155,9.029891,-21.737041,9.653441,chain_0
16.119637,14.420168,2.7788703,-19.902388,13.091208,chain_0
16.85635,-25.91525,15.219323,14.874323,13.161909,chain_0
15.056106,15.554141,-10.0317135,-4.5735536,8.382905,chain_0
16.897968,31.084412,-12.572313,-15.493466,11.422832,chain_0
16.024967,11.9928875,-15.072658,2.8653994,10.867944,chain_0
15.456418,15.4526615,9.995378,-27.178907,9.523337,chain_0
22.291271,-1.1067767,1.6019568,1.6411414,11.971288,chain_0
14.387343,8.314902,11.268365,-28.472347,16.948854,chain_0
19.332119,-20.836067,20.726215,1.8932753,9.066197,chain_0
16.462006,20.951935,9.101404,-30.1365,10.685449,chain_0
18.821215,-7.239249,-8.53936,15.094675,9.824883,chain_0
16.864038,5.3423104,-16.989832,8.295734,10.837275,chain_0
15.256959,1.1593872,-1.1874917,-1.8431103,10.20685,chain_0
14.83771,-2.8631287,6.428314,-5.467448,8.579018,chain_0
16.633448,17.708494,-16.059406,-1.3052877,15.102696,chain_0
17.066462,30.640598,0.5249935,-31.768665,8.782067,chain_0
16.018627,26.092863,-39.46492,11.887053,9.855166,chain_0
18.426445,13.569919,14.257036,-26.013203,11.139188,chain_0
17.22052,42.020557,-7.880146,-35.42748,11.9759035,chain_0
21.28792,31.578209,-11.557875,-15.432112,10.255605,chain_0
14.727236,6.1368093,11.671915,-22.332357,11.782065,chain_0
18.76547,-1.692576,15.471523,-15.12701,11.4046755,chain_0
17.980793,23.904797,-23.463844,0.5569702,11.614713,chain_0
18.016724,-3.1109529,22.897137,-18.294975,9.593944,chain_0
16.043295,22.119762,-8.645926,-12.786006,9.592918,chain_0
13.206991,0.13031656,6.2289424,-8.347961,13.120994,chain_0
14.90934,7.4684467,-1.1598474,-7.03596,8.688793,chain_0
24.091257,-5.84378,13.899137,-8.470344,15.473839,chain_0
10.101169,10.9818125,23.859879,-32.545353,12.892397,chain_0
16.603539,13.951287,-0.659786,-14.918113,14.520389,chain_0
21.130129,-4.055996,-6.0727544,11.035778,10.584102,chain_0
19.987913,-2.2438369,17.916073,-18.879671,11.662983,chain_0
17.599182,1.7504613,2.6167338,-6.309882,9.287365,chain_0
14.512598,23.532839,-8.206773,-12.432451,12.581644,chain_0
17.978153,11.803581,4.1908913,-19.881687,11.203202,chain_0
14.3439665,3.1805317,3.3592067,-7.0886426,12.232193,chain_0
16.868393,11.2074375,7.4215775,-15.773588,10.251483,chain_0
15.9993305,-15.551249,19.7575,-7.373468,12.070013,chain_0
18.809492,8.892498,15.833687,-27.536043,11.24808,chain_0
20.431036,3.5588825,-4.8332186,2.9631457,10.080844,chain_0
16.460634,25.73696,-24.474617,-2.29822,10.861292,chain_0
17.917995,31.856121,-19.852373,-10.073312,8.657211,chain_0
10.359536,-15.70978,32.969826,-19.238935,14.084983,chain_0
16.681105,24.6277,28.95475,-51.001774,16.803438,chain_0
16.317846,15.646745,-17.532103,-0.1845985,10.414601,chain_0
18.64682,4.3598347,17.842144,-20.915487,10.066806,chain_0
15.150536,5.5160546,4.764099,-11.163732,9.949251,chain_0
17.740686,14.720281,-5.3271937,-14.274675,10.632359,chain_0
16.406559,-2.7794282,6.6404867,-4.0324473,10.943548,chain_0
18.961447,25.16692,19.034666,-41.09012,13.17508,chain_0
15.575138,20.532244,-6.9770093,-14.499452,8.375283,chain_0
18.130781,11.551727,-5.0757384,-6.1753683,7.5637326,chain_0
15.40163,6.1083574,-10.233324,3.3470287,9.206133,chain_0
15.1636915,3.2448907,0.7482016,-1.135103,9.512753,chain_0
16.69302,-9.418061,8.88172,2.3353832,8.404921,chain_0
14.26437,16.045944,-2.419205,-10.193708,9.448005,chain_0
14.898421,30.248098,-3.7281556,-25.02665,10.942776,chain_0
12.961477,12.099673,-14.776221,0.67112833,10.107661,chain_0
16.619919,2.7021933,-6.730858,5.714755,10.064565,chain_0
15.550001,21.933073,-6.49738,-16.758078,11.069213,chain_0
14.2898245,-13.270184,-12.859448,19.094849,20.018812,chain_0
15.373011,5.116501,-10.024211,1.4117028,11.570014,chain_0
17.06746,14.32189,-17.101711,-0.12598453,9.897469,chain_0
15.276908,17.179064,-2.5086749,-6.6877403,11.516089,chain_0
19.648806,4.2081637,-2.4099805,-1.9274054,9.310223,chain_0
18.105085,16.757568,-5.3216147,-12.020157,8.974603,chain_0
17.234213,33.04167,-19.950838,-11.838412,8.807519,chain_0
15.406949,12.046052,-5.3797073,-4.8916826,10.141651,chain_0
19.495928,3.6635427,-9.720186,8.815992,10.639718,chain_0
11.368364,38.769695,-2.0050895,-36.046505,15.255332,chain_0
14.94061,1.6404277,-7.895976,5.1490297,10.114602,chain_0
17.877518,2.1670752,9.582651,-11.162413,10.638833,chain_0
19.048685,-24.49038,23.47225,1.7905359,13.985175,chain_0
17.971191,-10.478338,19.335957,-10.443295,11.76407,chain_0
22.82726,16.236927,-16.261152,6.077445,11.636554,chain_0
16.156712,30.567434,-5.444661,-25.09185,11.330923,chain_0
20.329151,10.149043,17.85357,-23.795572,11.103071,chain_0
15.329813,28.751963,-46.241173,16.605608,11.363409,chain_0
18.970615,39.67173,-42.197514,4.049359,10.293629,chain_0
21.28364,-0.43435907,-5.2943153,4.9382997,13.625691,chain_0
17.424873,0.14607304,7.2534585,-7.467912,15.107033,chain_0
19.63978,13.063905,-2.5601282,-10.330053,12.582002,chain_0
15.835594,15.065877,-8.53783,-4.755736,12.446907,chain_0
16.672398,20.895212,-16.672602,-3.8432634,13.719959,chain_0
17.506804,31.745714,0.92622125,-33.202225,11.110553,chain_0
23.067451,-0.4647985,9.581941,-10.897955,17.731401,chain_0
16.002659,14.726771,-9.927461,-1.0376617,9.990185,chain_0
21.198809,4.5576015,14.26338,-18.182154,13.082142,chain_0
11.90921,25.295135,-40.40863,16.73623,10.931435,chain_0
16.994421,46.736797,-17.19756,-24.565449,10.949222,chain_0
20.13741,32.40393,-22.321434,-11.437636,14.172457,chain_0
13.428135,13.378189,-29.694191,16.478043,10.660001,chain_0
14.0641985,22.235731,4.005115,-22.298328,10.806403,chain_0
16.86581,24.668278,-4.4006524,-18.22308,14.8274765,chain_0
16.963572,-3.891335,4.1334114,-2.3735178,10.709903,chain_0
16.978962,18.281992,-28.115374,13.441963,13.592133,chain_0
10.5072155,13.957736,-48.434353,34.09766,14.444808,chain_0
12.867539,23.446398,-27.20744,3.3502817,12.605466,chain_0
17.261845,-3.534069,-13.262507,16.29848,10.70259,chain_0
16.464153,-15.542219,12.420136,-0.26405716,10.940912,chain_0
20.144081,17.223152,0.65720665,-12.007433,12.193411,chain_0
17.664818,4.1741652,11.223357,-15.313623,10.100266,chain_0
14.902279,16.510128,14.817946,-28.473288,11.192518,chain_0
18.65712,5.68473,28.61158,-33.152084,9.92034,chain_0
20.42912,-3.057314,13.361857,-13.24234,12.090857,chain_0
16.749128,4.015182,-2.574912,-3.6845672,14.985488,chain_0
21.26989,19.881748,19.692232,-40.219326,11.807737,chain_0
20.039053,-10.887077,15.618157,-2.1610553,10.086787,chain_0
14.666891,-35.55627,33.679985,2.8247938,13.63207,chain_0
16.218834,16.948448,-5.1494446,-15.472427,12.267037,chain_0
14.690758,9.481587,1.1716802,-12.024807,9.243987,chain_0
16.218828,-19.274347,19.222105,1.3730731,10.996843,chain_0
18.123384,-3.706069,-3.196856,6.4480786,9.046749,chain_0
18.993689,3.0412455,-5.4609003,2.7331371,10.042071,chain_0
16.064457,-6.6387053,2.1989338,6.3098235,7.5329275,chain_0
19.209597,21.342518,-9.423279,-11.55052,10.311153,chain_0
13.217722,10.255439,-4.899668,-5.037746,9.438889,chain_0
19.59392,6.9155245,10.860599,-20.867773,10.409202,chain_0
22.352787,2.1581607,4.7343073,-7.5374775,9.597979,chain_0
12.863562,32.725765,-15.045237,-19.567942,12.3391905,chain_0
14.042058,5.433097,22.704655,-28.56993,10.97232,chain_0
21.67663,8.558304,-21.826311,13.623789,10.323439,chain_0
20.14283,7.0267425,-7.213878,-0.61947703,10.7282505,chain_0
16.68281,26.779505,-22.508217,-2.6811259,9.30874,chain_0
18.149397,15.569641,-12.357252,-4.9365144,10.525349,chain_0
13.607613,-0.94890904,6.5081606,-8.912522,11.780259,chain_0
17.621073,14.082444,21.124943,-35.212032,10.779248,chain_0
18.578852,8.6898,8.938974,-18.473566,8.924952,chain_0
16.746288,5.385948,-31.163357,28.984495,13.462286,chain_0
18.741373,-2.640714,27.753788,-24.213419,10.016993,chain_0
15.608278,-26.31362,30.701344,-1.4530538,10.724169,chain_0
18.602827,2.908534,21.285955,-27.04088,12.6108265,chain_0
17.09252,-4.824295,14.7199745,-5.644378,10.650762,chain_0
15.290676,14.506302,14.559932,-30.212421,10.536054,chain_0
17.687801,-0.478769,11.6263,-9.360049,11.551546,chain_0
15.820851,11.695776,-9.864853,1.4540554,13.556092,chain_0
13.096553,-1.1518861,-15.339104,23.757282,15.61803,chain_0
14.749916,14.412612,14.505922,-30.071865,11.838993,chain_0
20.505775,-3.1554918,32.226856,-27.559278,12.355573,chain_0
16.892944,25.264555,-6.2357063,-14.322173,12.099718,chain_0
19.017515,7.1851096,19.78078,-23.664131,11.354142,chain_0
18.250252,19.04961,-13.679659,-2.846188,8.693692,chain_0
19.96808,38.33058,-9.981006,-30.063337,9.024056,chain_0
17.985157,21.818096,-6.944997,-12.34209,11.1045885,chain_0
17.211126,25.239117,-8.69725,-11.4114,9.414108,chain_0
17.840816,8.4870825,15.136658,-25.32766,9.046975,chain_0
15.944362,26.953072,-21.254652,-10.201559,12.46447,chain_0
16.59209,8.315527,21.986275,-28.09009,12.076964,chain_0
18.049389,31.207434,-15.199939,-16.197706,12.174869,chain_0
17.491629,7.78638,24.399025,-34.858047,10.379325,chain_0
18.835976,9.089428,2.2071385,-14.697467,10.712794,chain_0
19.799057,1.7677958,1.2228858,-0.12549603,9.27293,chain_0
19.72374,1.0541594,11.720871,-11.203245,8.514409,chain_0
21.9708,-26.078312,45.419838,-23.38607,11.282475,chain_0
15.489613,-4.260148,12.055317,-8.190581,11.281491,chain_0
18.184336,-13.668373,28.043253,-14.107231,11.855984,chain_0
13.167723,7.2927647,-7.3839607,-2.4927144,17.25933,chain_0
13.949368,-2.373493,5.37994,-5.2989855,10.078689,chain_0
19.102936,13.054382,-15.949796,7.4363317,12.85287,chain_0
16.084543,6.112775,10.017707,-18.997679,9.176698,chain_0
13.541958,27.003176,-9.056883,-15.878631,11.830334,chain_0
19.446123,38.778717,-46.57713,7.6140976,12.055975,chain_0
18.33141,-16.366138,24.357977,-12.990068,11.276075,chain_0
17.99692,37.39485,-24.75771,-10.734946,11.145643,chain_0
19.01624,6.9597335,12.206068,-22.126331,12.484213,chain_0
19.169989,20.285423,0.19556345,-18.851349,9.763975,chain_0
15.256044,22.975018,-2.4259305,-18.336517,8.727905,chain_0
15.068492,15.575704,-10.54763,-7.8154144,9.925347,chain_0
18.830719,7.5276814,-6.329859,-1.5377976,8.930135,chain_0
17.65896,12.28878,-1.1700027,-9.075447,10.553283,chain_0
17.332148,0.92326826,16.78226,-14.197145,10.073134,chain_0
14.796191,19.051073,-26.064234,11.602202,11.408074,chain_0
13.884127,10.50416,-13.522313,1.7965422,8.620898,chain_0
17.411707,5.0388427,-11.569762,5.9363446,10.286337,chain_0
16.582432,-3.5538898,-8.616935,11.833297,14.073838,chain_0
18.26218,-0.2180497,-3.8856492,0.23142058,11.573592,chain_0
18.198774,-16.677132,17.275133,-2.4349213,10.590488,chain_0
18.519741,6.8785734,-8.870028,-2.5211518,11.605094,chain_0
17.896723,5.407356,19.158968,-24.90353,9.947173,chain_0
